Population,Block_Group_Name,State_FIPS,County_FIPS,Tract_Code,Block_Group_Number,Block_Group_ID
527,"Block Group 5, Census Tract 9601, Bertie County, North Carolina",37,015,960100,5,370159601005
645,"Block Group 6, Census Tract 9601, Bertie County, North Carolina",37,015,960100,6,370159601006
826,"Block Group 1, Census Tract 9602, Bertie County, North Carolina",37,015,960200,1,370159602001
1506,"Block Group 2, Census Tract 9602, Bertie County, North Carolina",37,015,960200,2,370159602002
1462,"Block Group 3, Census Tract 9602, Bertie County, North Carolina",37,015,960200,3,370159602003
934,"Block Group 1, Census Tract 9603, Bertie County, North Carolina",37,015,960300,1,370159603001
856,"Block Group 2, Census Tract 9603, Bertie County, North Carolina",37,015,960300,2,370159603002
1399,"Block Group 3, Census Tract 9603, Bertie County, North Carolina",37,015,960300,3,370159603003
492,"Block Group 1, Census Tract 9604.01, Bertie County, North Carolina",37,015,960401,1,370159604011
1078,"Block Group 2, Census Tract 9604.01, Bertie County, North Carolina",37,015,960401,2,370159604012
529,"Block Group 3, Census Tract 9604.01, Bertie County, North Carolina",37,015,960401,3,370159604013
696,"Block Group 4, Census Tract 9604.01, Bertie County, North Carolina",37,015,960401,4,370159604014
0,"Block Group 0, Census Tract 9604.02, Bertie County, North Carolina",37,015,960402,0,370159604020
851,"Block Group 1, Census Tract 9604.02, Bertie County, North Carolina",37,015,960402,1,370159604021
1374,"Block Group 2, Census Tract 9604.02, Bertie County, North Carolina",37,015,960402,2,370159604022
1104,"Block Group 3, Census Tract 9604.02, Bertie County, North Carolina",37,015,960402,3,370159604023
1599,"Block Group 1, Census Tract 9501.01, Bladen County, North Carolina",37,017,950101,1,370179501011
1087,"Block Group 2, Census Tract 9501.01, Bladen County, North Carolina",37,017,950101,2,370179501012
479,"Block Group 1, Census Tract 9501.02, Bladen County, North Carolina",37,017,950102,1,370179501021
1047,"Block Group 2, Census Tract 9501.02, Bladen County, North Carolina",37,017,950102,2,370179501022
356,"Block Group 3, Census Tract 9501.02, Bladen County, North Carolina",37,017,950102,3,370179501023
1091,"Block Group 1, Census Tract 9502, Bladen County, North Carolina",37,017,950200,1,370179502001
1317,"Block Group 2, Census Tract 9502, Bladen County, North Carolina",37,017,950200,2,370179502002
1800,"Block Group 1, Census Tract 9503.01, Bladen County, North Carolina",37,017,950301,1,370179503011
1326,"Block Group 2, Census Tract 9503.01, Bladen County, North Carolina",37,017,950301,2,370179503012
952,"Block Group 1, Census Tract 9503.02, Bladen County, North Carolina",37,017,950302,1,370179503021
964,"Block Group 2, Census Tract 9503.02, Bladen County, North Carolina",37,017,950302,2,370179503022
967,"Block Group 3, Census Tract 9503.02, Bladen County, North Carolina",37,017,950302,3,370179503023
806,"Block Group 1, Census Tract 9504.01, Bladen County, North Carolina",37,017,950401,1,370179504011
841,"Block Group 2, Census Tract 9504.01, Bladen County, North Carolina",37,017,950401,2,370179504012
855,"Block Group 3, Census Tract 9504.01, Bladen County, North Carolina",37,017,950401,3,370179504013
994,"Block Group 4, Census Tract 9504.01, Bladen County, North Carolina",37,017,950401,4,370179504014
2074,"Block Group 1, Census Tract 9504.02, Bladen County, North Carolina",37,017,950402,1,370179504021
473,"Block Group 2, Census Tract 9504.02, Bladen County, North Carolina",37,017,950402,2,370179504022
1765,"Block Group 1, Census Tract 9505.01, Bladen County, North Carolina",37,017,950501,1,370179505011
1257,"Block Group 2, Census Tract 9505.01, Bladen County, North Carolina",37,017,950501,2,370179505012
1227,"Block Group 1, Census Tract 9505.02, Bladen County, North Carolina",37,017,950502,1,370179505021
1172,"Block Group 2, Census Tract 9505.02, Bladen County, North Carolina",37,017,950502,2,370179505022
712,"Block Group 3, Census Tract 9505.02, Bladen County, North Carolina",37,017,950502,3,370179505023
330,"Block Group 4, Census Tract 9505.02, Bladen County, North Carolina",37,017,950502,4,370179505024
331,"Block Group 1, Census Tract 9506.01, Bladen County, North Carolina",37,017,950601,1,370179506011
919,"Block Group 2, Census Tract 9506.01, Bladen County, North Carolina",37,017,950601,2,370179506012
708,"Block Group 3, Census Tract 9506.01, Bladen County, North Carolina",37,017,950601,3,370179506013
582,"Block Group 4, Census Tract 9506.01, Bladen County, North Carolina",37,017,950601,4,370179506014
1137,"Block Group 1, Census Tract 9506.02, Bladen County, North Carolina",37,017,950602,1,370179506021
937,"Block Group 2, Census Tract 9506.02, Bladen County, North Carolina",37,017,950602,2,370179506022
1600,"Block Group 1, Census Tract 201.01, Brunswick County, North Carolina",37,019,020101,1,370190201011
642,"Block Group 2, Census Tract 201.01, Brunswick County, North Carolina",37,019,020101,2,370190201012
